Order_ID,Order_Date,Shipment_Date,Delivery_Date,Customer_ID,Customer_Region,Customer_Country,Product_ID,Product_Name,Product_Category,Supplier_ID,Supplier_Name,Supplier_Region,Warehouse_ID,Warehouse_Location,Transportation_Mode,Order_Quantity,Unit_Price,Total_Cost,Shipping_Cost,Delivery_Time_Days,Inventory_Level,Order_Status,Profit
105723,2024-02-01,2024-06-01,2024-09-01,C2207,Northmerica,Unitedtates,P60568,Officehair,Furniture,S143,Crescentogistics,Europe,WH9,Johannesburg,Air,318,36.36,3362.48,1.04,3,883,Delayed,4054.33
105724,2025-01-13,2025-01-14,2025-04-02,C6445,Europe,Italy,P43072,Detergentag,FMCG,S636,Atlasourcing,Africa,WH9,Johannesburg,Sea,345,3.17,543.65,0.5,21,662,Delivered,626.93
105725,2025-08-04,2025-08-04,2025-11-04,C6861,Asia,China,P45802,Router,Electronics,S112,Atlasourcing,Africa,WH5,Frankfurt,Air,330,1.51,6498.3,5.1,3,2028,Delivered,1056.68
105726,2025-04-04,2025-04-04,2025-04-23,C4114,Europe,Germany,P37641,Wirelessarbuds,Electronics,S455,Novandustrial,Northmerica,WH7,Toronto,Sea,399,75.04,9840.96,0.59,19,312,Delivered,9819.87
105727,2025-09-02,2025-09-02,2025-09-20,C5553,Europe,Sweden,P15583,Bookshelf,Furniture,S323,Evergreenartners,Europe,WH9,Johannesburg,Sea,40,88.0,1520.0,0.72,18,435,Delivered,1700.26
105728,2025-10-27,2025-10-28,2025-11-20,C7608,Northmerica,Mexico,P92914,Storageabinet,Furniture,S780,Vertexanufacturing,Middleast,WH5,Frankfurt,Sea,371,49.8,29775.8,0.57,23,230,Delivered,11542.41
105729,2024-03-13,2024-03-18,2024-03-25,C2354,Asia,Indonesia,P98222,Firstidit,Healthcare,S823,Crescentogistics,Europe,WH4,Istanbul,Rail,142,0.73,783.66,6.51,7,727,Delivered,597.02
105730,2024-12-25,2024-12-27,2025-07-01,C2383,Africa,Egypt,P74525,Faceaskox,Healthcare,S662,Atlasourcing,Asia,WH0,Cairo,Rail,81,2.09,79.29,0.96,11,3239,Delivered,130.16
105731,2025-04-15,2025-04-15,2025-04-18,C8163,Africa,Kenya,P45986,Socksack,Apparel,S809,BlueRiverrading,Asia,WH2,Lahore,Air,216,19.97,5913.52,1.64,3,2214,Delivered,3884.54
105732,2024-12-14,2024-12-14,2024-12-15,C5021,Africa,Kenya,P14074,Toothpasteox,FMCG,S972,Summitupplyo,Africa,WH2,Lahore,Air,55,2.08,214.4,8.9,1,1831,Delivered,73.17
105733,2025-07-02,2025-07-02,2025-09-02,C7441,Asia,India,P23041,Firstidit,Healthcare,S337,Vertexanufacturing,Asia,WH0,Cairo,Air,204,6.14,332.56,6.42,2,1059,Delivered,849.37
105734,2025-03-19,2025-03-21,2025-05-04,C9978,Asia,China,P14974,Hoodie,Apparel,S541,Summitupplyo,Middleast,WH4,Istanbul,Rail,165,1.86,906.9,2.09,15,1506,Delivered,944.29
105735,2024-09-28,2024-09-29,2024-10-13,C4167,Northmerica,Mexico,P42413,Shampooack,FMCG,S408,Atlasourcing,Africa,WH4,Istanbul,Sea,452,8.03,2669.56,0.08,14,273,Cancelled,-494.16
105736,2025-12-27,2025-12-27,2026-05-01,C3464,Northmerica,Canada,P19730,Wirelessarbuds,Electronics,S364,Zenithrocurement,Middleast,WH4,Istanbul,Rail,183,76.85,2363.55,8.4,9,1327,Delivered,2468.34
105737,2025-04-12,2025-04-12,2025-12-12,C5202,Asia,China,P30993,Faceaskox,Healthcare,S556,Pioneeristribution,Africa,WH9,Johannesburg,Road,84,9.12,126.08,5.56,8,3157,Delivered,547.39
105738,2024-01-15,2024-01-17,2024-01-21,C8000,Northmerica,Mexico,P10939,Firstidit,Healthcare,S384,Crescentogistics,Asia,WH2,Lahore,Rail,302,3.72,183.44,1.18,4,4900,Delivered,1789.89
105739,2024-04-29,2024-04-30,2024-12-05,C7114,Africa,Morocco,P28046,Bookshelf,Furniture,S204,Pioneeristribution,Asia,WH6,Amsterdam,Sea,319,9.65,2218.35,0.39,12,571,Inransit,2222.92
105740,2025-01-23,2025-01-28,2025-06-02,C7284,Africa,Egypt,P39073,Router,Electronics,S336,Pioneeristribution,Middleast,WH0,Cairo,Rail,149,34.4,9825.6,0.92,9,2493,Delivered,6731.86
105741,2024-04-02,2024-09-02,2024-12-02,C1890,Middleast,Qatar,P44838,Wirelessarbuds,Electronics,S111,Atlasourcing,Europe,WH0,Cairo,Air,177,0.49,706.73,2.55,3,980,Inransit,1572.96
105742,2024-08-17,2024-08-22,2024-09-06,C7679,Europe,Poland,P31816,Detergentag,FMCG,S978,Novandustrial,Middleast,WH7,Toronto,Sea,136,0.58,30.88,0.52,15,1094,Delivered,188.42
105743,2025-10-01,2025-10-01,2025-10-20,C2255,Middleast,Saudirabia,P19027,Studyable,Furniture,S370,Atlasourcing,Asia,WH1,Karachi,Sea,270,66.85,5049.5,6.17,19,3197,Delivered,7507.37
105744,2024-03-28,2024-03-31,2024-04-03,C7739,Northmerica,Mexico,P77785,Faceaskox,Healthcare,S933,Orionupplies,Africa,WH8,Chicago,Road,135,0.45,760.75,1.46,3,739,Inransit,102.07
105745,2025-01-08,2025-04-08,2025-08-08,C6314,Asia,Pakistan,P30301,Wirelessarbuds,Electronics,S834,Atlasourcing,Middleast,WH4,Istanbul,Air,246,33.99,2161.54,8.64,4,2313,Delivered,9314.42
105746,2024-05-30,2024-05-30,2024-12-06,C5520,Middleast,Oman,P58342,Snackarton,FMCG,S609,Pioneeristribution,Middleast,WH0,Cairo,Rail,238,9.56,1795.28,7.65,9,3100,Delayed,3389.98
105747,2024-05-12,2024-10-12,2024-12-17,C6083,Middleast,Qatar,P68383,Thermometer,Healthcare,S167,Summitupplyo,Northmerica,WH5,Frankfurt,Road,32,8.91,25.12,3.83,7,4384,Delivered,211.72
105748,2024-10-06,2024-12-06,2024-12-11,C2224,Asia,Pakistan,P16847,Bluetoothpeaker,Electronics,S891,Atlasourcing,Northmerica,WH5,Frankfurt,Road,163,14.29,1229.27,9.98,5,3283,Delivered,2308.01
105749,2024-02-17,2024-02-19,2024-07-03,C7559,Northmerica,Unitedtates,P87659,Detergentag,FMCG,S731,Pioneeristribution,Europe,WH1,Karachi,Sea,21,0.4,13.4,0.04,17,2931,Delivered,11.57
105750,2025-02-20,2025-02-22,2025-02-24,C9943,Europe,France,P66049,Firstidit,Healthcare,S915,Evergreenartners,Middleast,WH0,Cairo,Air,73,4.17,34.41,1.79,2,460,Delivered,130.14
105751,2024-08-29,2024-08-29,2024-09-19,C1288,Africa,Nigeria,P53541,Thirtundle,Apparel,S743,Summitupplyo,Middleast,WH7,Toronto,Sea,277,0.85,2395.45,4.15,16,2418,Delivered,4197.74
105752,2025-05-16,2025-05-18,2025-05-22,C3797,Northmerica,Mexico,P97116,Toothpasteox,FMCG,S112,Atlasourcing,Africa,WH2,Lahore,Air,269,0.4,452.6,0.72,4,1932,Delivered,408.79
105753,2025-12-20,2025-12-23,2025-12-29,C2181,Africa,Morocco,P73901,Bookshelf,Furniture,S147,Evergreenartners,Middleast,WH6,Amsterdam,Road,374,70.5,3767.0,0.74,6,614,Delivered,6340.21
105754,2024-06-28,2024-06-28,2024-07-18,C9901,Middleast,Saudirabia,P25911,Studyable,Furniture,S864,Summitupplyo,Asia,WH8,Chicago,Sea,286,77.93,887.98,0.05,15,729,Inransit,9302.25
105755,2024-05-15,2024-05-18,2024-05-29,C5346,Europe,Spain,P11975,Wirelessarbuds,Electronics,S347,Novandustrial,Middleast,WH3,Dubai,Road,201,43.27,8997.27,2.08,11,2550,Delivered,15561.24
105756,2024-11-19,2024-11-21,2024-11-26,C2899,Asia,China,P20852,Socksack,Apparel,S969,Vertexanufacturing,Africa,WH9,Johannesburg,Air,332,5.35,5016.2,8.0,5,960,Delivered,1612.69
105757,2024-01-13,2024-01-15,2024-01-23,C9082,Europe,France,P63517,Bookshelf,Furniture,S874,Atlasourcing,Northmerica,WH3,Dubai,Rail,119,69.9,218.1,3.97,8,3275,Delivered,4100.12
105758,2025-01-20,2025-01-23,2025-01-27,C9881,Northmerica,Canada,P46637,Snackarton,FMCG,S719,Zenithrocurement,Europe,WH7,Toronto,Air,137,0.79,478.23,8.99,4,1817,Delivered,126.04
105759,2024-01-08,2024-05-08,2024-08-17,C3939,Northmerica,Unitedtates,P56397,Thirtundle,Apparel,S392,Novandustrial,Northmerica,WH6,Amsterdam,Sea,122,0.98,779.56,0.36,12,740,Delivered,639.47
105760,2025-04-04,2025-06-04,2025-06-19,C3541,Africa,Egypt,P98165,Socksack,Apparel,S726,Orionupplies,Middleast,WH6,Amsterdam,Sea,76,4.0,104.0,5.49,15,628,Delivered,569.94
105761,2025-12-29,2025-12-29,2026-03-01,C4252,Africa,Nigeria,P48348,Bluetoothpeaker,Electronics,S555,Vertexanufacturing,Europe,WH4,Istanbul,Air,90,45.54,1098.6,1.33,5,2292,Delivered,4532.86
105762,2025-08-18,2025-08-19,2025-08-22,C4730,Africa,Egypt,P67161,Bluetoothpeaker,Electronics,S543,Atlasourcing,Africa,WH1,Karachi,Road,303,24.97,8165.91,6.76,3,54,Delivered,8712.36
105763,2024-02-11,2024-02-11,2024-12-11,C5753,Northmerica,Mexico,P81388,Detergentag,FMCG,S632,Zenithrocurement,Europe,WH0,Cairo,Sea,319,2.16,879.04,0.08,10,1246,Delivered,858.39
105764,2024-10-18,2024-10-22,2024-11-13,C4746,Europe,Italy,P96625,Router,Electronics,S256,Evergreenartners,Asia,WH2,Lahore,Sea,158,63.33,7406.14,3.65,22,1833,Delayed,8177.64
105765,2024-03-11,2024-07-11,2024-11-25,C1431,Europe,Germany,P49125,Detergentag,FMCG,S691,Pioneeristribution,Asia,WH0,Cairo,Rail,215,2.32,798.8,5.13,18,1775,Delivered,572.97
105766,2025-04-28,2025-04-28,2025-10-05,C8807,Africa,Southfrica,P42663,Officehair,Furniture,S484,Evergreenartners,Europe,WH9,Johannesburg,Rail,53,3.82,322.46,1.27,8,321,Delivered,188.95
105767,2025-04-03,2025-08-03,2025-12-03,C3083,Northmerica,Canada,P69965,Router,Electronics,S570,Novandustrial,Asia,WH3,Dubai,Rail,59,0.49,568.91,6.61,4,1211,Delivered,225.98
105768,2025-03-25,2025-03-26,2025-03-31,C4588,Asia,Bangladesh,P91824,Bookshelf,Furniture,S589,Summitupplyo,Northmerica,WH6,Amsterdam,Road,117,63.47,825.99,3.01,5,1557,Delivered,2278.31
105769,2025-04-21,2025-04-21,2025-04-30,C9803,Europe,Germany,P91307,Denimeans,Apparel,S169,Summitupplyo,Europe,WH5,Frankfurt,Rail,206,6.82,3764.92,8.56,9,2996,Delivered,398.82
105770,2025-06-17,2025-06-17,2025-06-19,C7178,Northmerica,Mexico,P91569,Denimeans,Apparel,S308,Orionupplies,Europe,WH8,Chicago,Air,53,9.82,820.46,4.97,2,2086,Delivered,1019.18
105771,2024-09-27,2024-09-27,2024-10-02,C8205,Asia,Bangladesh,P84365,Toothpasteox,FMCG,S532,Zenithrocurement,Northmerica,WH0,Cairo,Road,272,5.91,47.52,7.65,5,3876,Delivered,865.4
105772,2024-12-12,2024-12-12,2024-12-17,C1858,Middleast,Qatar,P63664,Router,Electronics,S970,Orionupplies,Africa,WH3,Dubai,Rail,72,90.58,8121.76,6.83,5,1592,Delivered,4768.03
105773,2025-03-29,2025-03-29,2025-08-04,C2172,Middleast,Unitedrabmirates,P69036,Thermometer,Healthcare,S131,Crescentogistics,Europe,WH7,Toronto,Air,80,0.02,41.6,7.19,6,2460,Delivered,110.06
105774,2024-09-09,2024-11-09,2024-11-18,C9760,Middleast,Saudirabia,P40350,Storageabinet,Furniture,S955,BlueRiverrading,Europe,WH4,Istanbul,Road,337,28.58,10731.46,9.72,9,3258,Delivered,14185.58
105775,2025-08-13,2025-08-13,2025-08-21,C5931,Northmerica,Mexico,P26875,Thermometer,Healthcare,S658,BlueRiverrading,Europe,WH1,Karachi,Air,147,5.59,231.73,5.12,8,3214,Delivered,999.08
105776,2024-12-26,2024-12-27,2025-06-01,C4085,Asia,Malaysia,P53055,Snackarton,FMCG,S284,Vertexanufacturing,Northmerica,WH5,Frankfurt,Air,210,1.11,533.1,5.09,10,1410,Delayed,927.83
105777,2024-12-14,2024-12-14,2024-12-15,C4100,Middleast,Unitedrabmirates,P61436,Sportswearet,Apparel,S684,Evergreenartners,Europe,WH7,Toronto,Air,228,9.44,5832.32,9.86,1,2858,Delivered,3106.94
105778,2025-10-24,2025-10-28,2025-11-02,C9704,Africa,Egypt,P38666,Toothpasteox,FMCG,S438,Crescentogistics,Northmerica,WH6,Amsterdam,Air,386,6.57,396.02,5.83,5,2884,Inransit,1358.23
105779,2024-07-14,2024-07-16,2024-07-26,C9777,Asia,Bangladesh,P88035,Snackarton,FMCG,S683,Orionupplies,Africa,WH0,Cairo,Road,324,5.54,1514.96,7.6,10,1731,Delivered,1818.22
105780,2024-03-29,2024-03-29,2024-04-13,C9977,Asia,Vietnam,P23780,Toothpasteox,FMCG,S666,BlueRiverrading,Europe,WH0,Cairo,Road,143,0.54,937.22,6.59,11,1476,Delivered,202.59
105781,2024-09-05,2024-11-05,2024-11-15,C9329,Northmerica,Canada,P72410,Socksack,Apparel,S818,BlueRiverrading,Africa,WH8,Chicago,Road,212,4.25,1501.0,9.95,10,757,Delivered,928.43
105782,2025-02-19,2025-02-20,2025-02-23,C8834,Asia,India,P21262,Sportswearet,Apparel,S405,Crescentogistics,Northmerica,WH6,Amsterdam,Air,43,4.67,70.81,8.22,3,2470,Delivered,657.03
105783,2025-04-30,2025-04-30,2025-05-20,C5361,Africa,Egypt,P56841,Detergentag,FMCG,S888,Zenithrocurement,Asia,WH6,Amsterdam,Sea,28,3.79,66.12,0.71,19,864,Delivered,113.61
105784,2025-12-18,2025-12-19,2026-05-01,C2218,Asia,Pakistan,P13470,Vitaminack,Healthcare,S277,Novandustrial,Europe,WH8,Chicago,Sea,88,5.63,255.44,0.25,17,3080,Inransit,247.51
105785,2025-12-31,2026-02-01,2026-09-01,C9666,Northmerica,Unitedtates,P56443,Bookshelf,Furniture,S245,Vertexanufacturing,Middleast,WH9,Johannesburg,Road,376,15.57,1054.32,9.74,7,1842,Delivered,18494.18
105786,2024-04-08,2024-04-08,2024-12-08,C5464,Africa,Nigeria,P23684,Bookshelf,Furniture,S543,Pioneeristribution,Middleast,WH4,Istanbul,Road,40,2.0,80.0,8.09,8,819,Delivered,274.66
105787,2025-03-31,2025-04-04,2025-08-04,C9797,Middleast,Turkey,P66121,Shampooack,FMCG,S699,Novandustrial,Northmerica,WH0,Cairo,Air,221,4.16,339.36,6.16,4,4170,Delivered,959.69
105788,2024-10-11,2024-11-11,2024-11-15,C3748,Middleast,Turkey,P17933,Firstidit,Healthcare,S638,Zenithrocurement,Northmerica,WH7,Toronto,Rail,432,4.38,9172.16,9.18,4,581,Delivered,4441.8
105789,2025-10-30,2025-10-30,2025-11-02,C9165,Africa,Egypt,P63210,Sportswearet,Apparel,S996,Pioneeristribution,Europe,WH7,Toronto,Road,363,7.29,5316.27,8.51,3,1119,Delivered,6358.78
105790,2025-07-06,2025-11-06,2025-11-12,C9361,Asia,Malaysia,P74650,Router,Electronics,S498,Orionupplies,Asia,WH5,Frankfurt,Air,408,3.01,2828.08,7.93,6,2216,Delivered,13259.71
105791,2024-08-14,2024-08-14,2024-08-16,C3524,Northmerica,Canada,P27802,Socksack,Apparel,S526,Crescentogistics,Africa,WH2,Lahore,Air,112,1.34,270.08,8.9,2,782,Cancelled,-0.31
105792,2025-05-03,2025-10-03,2025-10-13,C8295,Asia,Malaysia,P86659,Bottledaterase,FMCG,S697,Vertexanufacturing,Northmerica,WH4,Istanbul,Sea,209,0.46,276.14,0.58,10,1218,Delivered,438.35
105793,2025-04-12,2025-04-12,2025-12-12,C7149,Europe,Poland,P55148,Smartatch,Electronics,S393,BlueRiverrading,Asia,WH1,Karachi,Road,452,74.65,8941.8,1.62,8,4143,Delivered,11808.52
105794,2025-02-24,2025-02-25,2025-04-03,C1208,Africa,Kenya,P20839,Firstidit,Healthcare,S784,Atlasourcing,Middleast,WH5,Frankfurt,Rail,381,9.77,4202.37,4.32,7,2044,Delivered,3814.75
105795,2024-03-24,2024-03-26,2024-04-20,C2372,Africa,Morocco,P93052,Thirtundle,Apparel,S141,Novandustrial,Middleast,WH4,Istanbul,Sea,52,1.15,699.8,0.86,25,805,Delivered,566.31
105796,2025-03-11,2025-05-11,2025-11-15,C4886,Asia,Bangladesh,P65680,Snackarton,FMCG,S550,Vertexanufacturing,Europe,WH1,Karachi,Sea,49,3.79,165.71,1.16,10,1858,Delivered,219.45
105797,2025-04-22,2025-04-24,2025-04-28,C3790,Europe,France,P59570,Wirelessarbuds,Electronics,S186,Crescentogistics,Northmerica,WH0,Cairo,Air,108,22.73,4854.84,6.15,4,1032,Delivered,4947.89
105798,2024-12-16,2024-12-16,2024-12-18,C7961,Europe,France,P25259,Wirelessarbuds,Electronics,S241,Novandustrial,Europe,WH7,Toronto,Air,457,23.43,93507.51,0.72,2,1881,Delivered,25360.49
105799,2025-12-30,2026-03-01,2026-04-01,C6400,Europe,Poland,P37889,Studyable,Furniture,S482,Crescentogistics,Northmerica,WH9,Johannesburg,Air,244,72.9,6587.6,7.53,1,129,Delivered,10677.19
105800,2025-12-22,2025-12-22,2025-12-27,C2172,Europe,Poland,P38998,Faceaskox,Healthcare,S273,Crescentogistics,Europe,WH8,Chicago,Air,427,2.75,6794.25,1.87,5,2687,Delivered,4212.89
105801,2025-10-27,2025-10-28,2025-11-15,C3111,Africa,Southfrica,P48612,Bluetoothpeaker,Electronics,S208,Orionupplies,Asia,WH1,Karachi,Sea,163,2.29,9273.27,0.65,18,2301,Delivered,10748.34
105802,2025-07-16,2025-07-21,2025-07-26,C8428,Europe,Netherlands,P41817,Thermometer,Healthcare,S439,Pioneeristribution,Middleast,WH9,Johannesburg,Air,280,4.89,769.2,1.76,5,54,Delivered,1135.85
105803,2025-02-25,2025-02-27,2025-11-03,C9095,Europe,Spain,P50405,Storageabinet,Furniture,S252,Orionupplies,Africa,WH2,Lahore,Rail,409,17.77,9067.93,9.38,12,1807,Delivered,11630.26
105804,2025-04-15,2025-04-15,2025-04-23,C5611,Northmerica,Canada,P21664,Toothpasteox,FMCG,S848,Novandustrial,Africa,WH9,Johannesburg,Rail,462,0.0,240.0,1.74,8,423,Delivered,1759.01
105805,2025-12-15,2025-12-19,2026-01-01,C2004,Middleast,Unitedrabmirates,P69914,Hoodie,Apparel,S623,Novandustrial,Northmerica,WH0,Cairo,Sea,455,4.19,3756.45,3.39,13,2306,Delivered,7349.18
105806,2024-07-24,2024-07-27,2024-08-04,C6363,Middleast,Saudirabia,P59884,Detergentag,FMCG,S576,Orionupplies,Africa,WH4,Istanbul,Road,225,6.77,773.25,8.56,8,1414,Delivered,915.82
105807,2024-01-13,2024-01-18,2024-03-02,C5742,Northmerica,Mexico,P41276,Wirelessarbuds,Electronics,S653,BlueRiverrading,Europe,WH0,Cairo,Sea,238,72.66,8693.08,0.86,16,2256,Delivered,9005.09
105808,2024-04-09,2024-06-09,2024-09-21,C3077,Africa,Kenya,P90118,Detergentag,FMCG,S362,BlueRiverrading,Asia,WH0,Cairo,Sea,257,1.44,80.08,0.76,15,2149,Delivered,2124.66
105809,2024-05-27,2024-05-31,2024-06-05,C2730,Africa,Morocco,P28825,Smartatch,Electronics,S481,Pioneeristribution,Middleast,WH1,Karachi,Air,37,94.72,904.64,6.45,5,581,Delivered,1238.16
105810,2024-09-17,2024-09-20,2024-09-26,C2016,Europe,Poland,P34312,Thirtundle,Apparel,S431,Zenithrocurement,Africa,WH7,Toronto,Air,186,1.11,6946.46,1.99,6,2773,Delayed,572.9
105811,2024-08-24,2024-08-29,2024-08-31,C6324,Northmerica,Unitedtates,P13634,Socksack,Apparel,S149,Evergreenartners,Asia,WH1,Karachi,Road,324,9.69,619.56,7.84,2,61,Delivered,1475.62
105812,2024-03-07,2024-05-07,2024-10-07,C6807,Europe,Spain,P88612,Flooramp,Furniture,S587,Crescentogistics,Europe,WH4,Istanbul,Road,233,43.36,3402.88,9.0,5,1447,Delivered,3383.31
105813,2025-08-19,2025-08-23,2025-08-29,C2352,Europe,Germany,P66929,Smartatch,Electronics,S155,Summitupplyo,Middleast,WH9,Johannesburg,Rail,429,87.35,23273.15,5.54,6,2549,Delivered,25783.75
105814,2024-05-18,2024-05-22,2024-06-01,C1593,Middleast,Saudirabia,P76421,Firstidit,Healthcare,S735,Vertexanufacturing,Middleast,WH8,Chicago,Rail,477,2.82,9965.14,2.65,10,4004,Delivered,5371.26
105815,2024-02-14,2024-02-18,2024-02-23,C7670,Northmerica,Unitedtates,P93323,Bottledaterase,FMCG,S696,Pioneeristribution,Asia,WH1,Karachi,Road,25,2.0,0.0,2.81,5,582,Delivered,86.48
105816,2025-06-16,2025-06-17,2025-07-01,C4221,Asia,Malaysia,P19968,Detergentag,FMCG,S426,Pioneeristribution,Middleast,WH1,Karachi,Sea,234,5.91,722.94,3.57,14,2215,Delivered,348.03
105817,2024-03-26,2024-03-31,2024-04-04,C7605,Africa,Southfrica,P37947,Thermometer,Healthcare,S145,Vertexanufacturing,Europe,WH9,Johannesburg,Rail,359,4.57,3180.63,9.0,4,4119,Delivered,1164.16
105818,2025-08-28,2025-08-31,2025-09-04,C4905,Middleast,Saudirabia,P96209,Faceaskox,Healthcare,S441,Summitupplyo,Middleast,WH9,Johannesburg,Rail,188,4.24,317.12,4.28,4,2065,Delivered,2245.59
105819,2025-10-10,2025-12-10,2025-12-16,C8725,Europe,Netherlands,P48798,Powerank,Electronics,S486,BlueRiverrading,Europe,WH2,Lahore,Rail,347,94.92,2337.24,6.04,6,2870,Delivered,8582.39
105820,2024-06-08,2024-08-08,2024-08-14,C7243,Europe,Sweden,P21548,Snackarton,FMCG,S184,Crescentogistics,Africa,WH3,Dubai,Air,210,2.87,2.7,8.29,6,1655,Delivered,660.3
105821,2024-04-07,2024-09-07,2024-09-18,C7180,Northmerica,Unitedtates,P70437,Officehair,Furniture,S146,Crescentogistics,Asia,WH9,Johannesburg,Sea,187,49.8,5412.6,1.79,11,54,Delivered,9350.96
105822,2024-01-23,2024-01-27,2024-01-30,C5156,Middleast,Turkey,P24650,Wirelessarbuds,Electronics,S880,Novandustrial,Middleast,WH8,Chicago,Air,450,62.27,63021.5,7.02,3,622,Delivered,42431.45
105823,2024-05-29,2024-05-29,2024-06-06,C2391,Africa,Nigeria,P16879,Studyable,Furniture,S985,BlueRiverrading,Northmerica,WH5,Frankfurt,Rail,444,22.96,8994.24,9.84,8,1349,Delivered,13217.67
105824,2025-05-23,2025-05-26,2025-05-31,C6271,Asia,Malaysia,P78349,Sportswearet,Apparel,S370,BlueRiverrading,Asia,WH4,Istanbul,Road,222,3.1,348.2,5.39,5,770,Delivered,1792.59
105825,2025-04-18,2025-04-21,2025-04-24,C5704,Northmerica,Unitedtates,P27219,Handanitizerase,Healthcare,S593,Zenithrocurement,Africa,WH8,Chicago,Road,63,1.72,368.36,1.55,3,991,Cancelled,-0.34
105826,2024-08-30,2024-08-30,2024-09-20,C5607,Middleast,Saudirabia,P23856,Sportswearet,Apparel,S202,Zenithrocurement,Asia,WH4,Istanbul,Sea,253,4.38,3758.14,1.17,17,1983,Inransit,1956.91
105827,2024-04-19,2024-04-21,2024-04-29,C6458,Africa,Southfrica,P78209,Officehair,Furniture,S283,Evergreenartners,Africa,WH0,Cairo,Road,152,2.66,4084.32,9.41,8,1886,Delivered,3385.25
105828,2024-02-24,2024-02-26,2024-08-03,C5437,Africa,Kenya,P71367,Socksack,Apparel,S928,Crescentogistics,Europe,WH9,Johannesburg,Sea,222,5.28,4492.16,0.27,11,3832,Delivered,2402.88
105829,2025-02-27,2025-02-27,2025-10-03,C4551,Northmerica,Unitedtates,P38373,Firstidit,Healthcare,S107,Atlasourcing,Northmerica,WH2,Lahore,Rail,366,2.85,2023.1,6.42,9,2054,Cancelled,-271.38
105830,2024-07-11,2024-09-11,2024-12-11,C4599,Northmerica,Mexico,P28836,Hoodie,Apparel,S260,Pioneeristribution,Asia,WH6,Amsterdam,Air,409,4.12,865.08,7.3,3,1046,Delivered,1187.86
105831,2025-07-15,2025-07-18,2025-08-06,C1975,Northmerica,Unitedtates,P69276,Snackarton,FMCG,S224,Novandustrial,Middleast,WH3,Dubai,Rail,329,6.08,580.32,2.45,19,332,Delayed,290.07
105832,2024-06-03,2024-06-03,2024-06-12,C4924,Africa,Egypt,P59181,Shampooack,FMCG,S615,Crescentogistics,Middleast,WH2,Lahore,Road,67,0.08,15.36,6.49,9,1139,Delivered,250.0
105833,2025-06-11,2025-07-11,2025-11-15,C6016,Asia,Vietnam,P96600,Faceaskox,Healthcare,S672,Pioneeristribution,Asia,WH0,Cairo,Rail,69,8.75,673.75,7.13,8,333,Delivered,553.94
105834,2024-02-22,2024-02-26,2024-02-29,C2842,Middleast,Saudirabia,P33554,Studyable,Furniture,S855,Crescentogistics,Asia,WH8,Chicago,Air,49,30.62,1300.38,5.8,3,3615,Delivered,2688.84
105835,2025-10-20,2025-10-25,2025-10-31,C7678,Middleast,Unitedrabmirates,P43933,Toothpasteox,FMCG,S192,Vertexanufacturing,Northmerica,WH0,Cairo,Road,125,5.04,380.0,6.09,6,4209,Delivered,892.32
105836,2024-11-18,2024-11-22,2024-12-10,C6917,Middleast,Oman,P68860,Powerank,Electronics,S945,Zenithrocurement,Europe,WH2,Lahore,Sea,433,74.57,18888.81,1.42,18,3432,Inransit,14572.13
105837,2024-05-10,2024-06-10,2024-10-10,C9360,Middleast,Saudirabia,P16008,Sportswearet,Apparel,S154,Pioneeristribution,Asia,WH5,Frankfurt,Rail,409,4.32,6306.88,2.24,4,3861,Delivered,3200.12
105838,2024-09-20,2024-09-21,2024-09-24,C4139,Africa,Nigeria,P52505,Bluetoothpeaker,Electronics,S436,Evergreenartners,Middleast,WH4,Istanbul,Air,303,53.21,6722.63,7.82,3,4859,Delivered,18376.55
105839,2025-08-16,2025-08-17,2025-08-21,C3421,Asia,Pakistan,P79335,Toothpasteox,FMCG,S509,Pioneeristribution,Africa,WH8,Chicago,Air,225,2.12,977.0,5.25,4,4571,Delivered,833.36
105840,2024-06-29,2024-06-29,2024-11-07,C6167,Africa,Morocco,P52198,Firstidit,Healthcare,S974,Novandustrial,Asia,WH7,Toronto,Sea,238,1.84,957.92,2.39,10,1077,Delivered,687.08
105841,2024-08-23,2024-08-27,2024-09-08,C9494,Africa,Southfrica,P52213,Firstidit,Healthcare,S947,Pioneeristribution,Northmerica,WH2,Lahore,Road,454,1.73,8945.42,0.44,12,856,Delayed,2896.54
105842,2025-02-06,2025-06-06,2025-06-21,C5126,Northmerica,Mexico,P11391,Wirelessarbuds,Electronics,S135,Orionupplies,Africa,WH5,Frankfurt,Sea,340,68.86,25412.4,4.66,15,2079,Inransit,16615.37
105843,2024-01-19,2024-01-19,2024-01-20,C7899,Northmerica,Unitedtates,P92589,Smartatch,Electronics,S933,Novandustrial,Middleast,WH6,Amsterdam,Air,113,36.1,7979.3,8.4,1,431,Delivered,3061.56
105844,2024-05-09,2024-09-09,2024-09-15,C7938,Middleast,Unitedrabmirates,P17646,Detergentag,FMCG,S149,Summitupplyo,Asia,WH2,Lahore,Road,217,3.76,325.92,0.88,6,4097,Delivered,706.64
105845,2024-01-25,2024-01-25,2024-01-29,C7401,Africa,Egypt,P26675,Firstidit,Healthcare,S880,Crescentogistics,Middleast,WH0,Cairo,Rail,283,2.39,506.37,4.02,4,1465,Delivered,636.41
